features_1,Category
4164050049,2
6045745392,2
7057628386,2
8193525555,2
5142164547,2
5142197085,2
2506889544,2
8195705238,2
3064693074,2
4165274968,2
2506188767,2
4164142119,2
9057408054,2
9026409211,2
9053196945,2
5194620918,2
9056744141,2
5194642813,2
9056546876,2
4162133682,2
6048915336,2
8673609577,2
5148636810,2
7056930168,2
4038382843,2
4163236861,2
2505147008,2
9027910305,2
8193865831,2
4166483008,2
7803076645,2
4169948257,2
5197258053,2
4504766198,2
5193814597,2
8073291505,2
2506955720,2
6139208775,2
7052687795,2
3064899876,2
4165404517,2
7808326280,2
4039965725,2
4183645965,2
8677700716,2
4166750645,2
4039018220,2
5148689727,2
6048983832,2
2892519153,2
7054551796,2
6472279381,2
6478850666,2
7058583775,2
6049164224,2
6137445423,2
9053232410,2
5148078544,2
4162848460,2
5198630198,2
4038749374,2
9056377339,2
9055361546,2
4164302968,2
6132921882,2
4037307218,2
5142972790,2
6472084696,2
2506255677,2
6139954401,2
4039124826,2
7052956304,2
9055756710,2
4505433312,2
2506298286,2
6049608446,2
4166920471,2
7056840994,2
4165471806,2
4035404765,2
4504773346,2
4182676359,2
7809885853,2
4162435346,2
7804873315,2
5194320573,2
9059619917,2
7052550582,2
2506741289,2
8192246357,2
5196330669,2
6048833733,2
2505373713,2
6133856571,2
6138679904,2
4166899775,2
7806566202,2
6136767646,2
3062402968,2
7056907927,2
7782311139,2
4182948415,2
9027644070,2
6138801385,2
7782404594,2
6047281525,2
4163480536,2
9023685095,2
7809309307,2
3066651612,2
7806362251,2
8197769265,2
2503790885,2
4165040174,2
9053236146,2
5193235410,2
4503742589,2
2506141662,2
7056425419,2
2508477681,2
6472841979,2
8195780134,2
7054564307,2
7809743988,2
3069950090,2
5193391404,2
4168714516,2
4185646000,2
4036358327,2
2505384846,2
6048956235,2
7808463972,2
9052710353,2
7806963946,2
4168941433,2
4036607971,2
4039216931,2
9053446963,2
4167720084,2
4164570418,2
4037879052,2
2505791527,2
3064606992,2
5149981371,2
4165205101,2
6048483474,2
4033310075,2
6134496162,2
8073444891,2
4163441595,2
6048688686,2
2506292542,2
4037407851,2
9059935939,2
6044440688,2
5143772982,2
5198805749,2
4033189431,2
5142813094,2
7054225579,2
7809039864,2
6137822914,2
6137442564,2
2504903072,2
5197548027,2
9059396880,2
9053012632,2
4169965039,2
2504557436,2
8678733781,2
7057628357,2
4036865649,2
8192136167,2
6136573905,2
9057561718,2
4168072657,2
4507127726,2
6042129329,2
7809203019,2
4033529114,2
3065637579,2
4163325341,2
6138685528,2
3066571906,2
5196622459,2
5192178580,2
7056431462,2
6138336303,2
7058411900,2
5196994077,2
6045701668,2
4505812061,2
9028949607,2
5197177647,2
7053214233,2
7056352897,2
3063880306,2
4164669752,2
3064536771,2
2505165702,2
2502021547,2
4189316535,2
7052055063,2
4163801509,2
7802085257,2
6477468762,2
6137926162,2
2505199436,2
14163019831,2
16134779178,2
15873252488,2
14165406173,2
15149809576,2
15146311174,2
12047826913,2
12267846039,2
16047143106,2
13063158764,2
14182379068,2
14036846336,2
14168454656,2
16048033939,2
17807606437,2
12893617124,2
13063765528,2
13065124265,2
14188563032,2
18194924658,2
19023244323,2
15198588061,2
19056773593,2
14036929417,2
17804882843,2
19057073205,2
16047232066,2
15195640999,2
17056721011,2
14164189481,2
16048346329,2
15147053529,2
17782274512,2
16048764679,2
19056593999,2
12506545440,2
16133687782,2
16473885734,2
13068762614,2
18197361323,2
12507126509,2
14163010813,2
19053633526,2
14166431137,2
16133169311,2
18075832581,2
15147819346,2
16137494451,2
19026298424,2
14032997946,2
15143924055,2
15193384235,2
16132738917,2
15196985922,2
16133953954,2
19053761544,2
19052637575,2
15197413670,2
12042907311,2
14033090382,2
16133497936,2
12042908947,2
16049077429,2
19059258585,2
14165657333,2
15198378719,2
17788404584,2
16139242240,2
17057430026,2
19053748028,2
14185458617,2
12508191029,2
14166884720,2
16137257594,2
14162189617,2
16474300575,2
14188668631,2
16138370126,2
15148727001,2
17809805224,2
14165928243,2
14036531556,2
16046630644,2
14038075535,2
18194381627,2
18192130737,2
15148354454,2
16477224383,2
14033295946,2
14166353466,2
18195705254,2
17809838288,2
15197822985,2
16137601974,2
16136751618,2
13066673989,2
13062549224,2
12506255657,2
15199193098,2
14166713521,2
19026388366,2
16478895892,2
15149425618,2
16042448055,2
16138888941,2
16137230310,2
14186585560,2
14164003384,2
16138089265,2
13067205597,2
16135351248,2
19053734366,2
17804910131,2
19056216732,2
14189637606,2
17057407747,2
17054289033,2
14038094094,2
17809311224,2
19052420706,2
16139484061,2
14168819032,2
15149797838,2
12508646805,2
16042045316,2
18197340608,2
18193642712,2
17802402328,2
14032333091,2
14038989877,2
14036138192,2
18675811282,2
13064924345,2
14036073490,2
18679200382,2
18196962312,2
12503175605,2
17803789044,2
19056079435,2
19055378695,2
14165694110,2
19057623733,2
12507455535,2
12508464122,2
14035629469,2
19052299796,2
16047934418,2
19054358395,2
17788852448,2
12508475662,2
14186833407,2
17809162941,2
13067435629,2
14167348656,2
14039954255,2
18074864317,2
16045387265,2
16138373219,2
14509884203,2
16139333517,2
16047823321,2
14163003000,2
19052608395,2
19059418866,2
13065667877,2
16139624054,2
14035691575,2
19055932188,2
14037623121,2
14508804767,2
12502178673,2
14505461350,2
19058391167,2
16139242296,2
16133603614,2
16135410423,2
17807427782,2
16478888237,2
15149298470,2
13067363245,2
16049608479,2
16043381105,2
14163200148,2
17804357736,2
19056511700,2
18675812847,2
13064554839,2
18675737370,2
16048309777,2
16138244868,2
16047232019,2
15199314129,2
16049530225,2
16049339970,2
14037424161,2
14164096154,2
14167548005,2
16046917495,2
14033272842,2
14165997214,2
14165229426,2
16138520185,2
14035374245,2
16048294685,2
16047850310,2
16135419756,2
16139484086,2
17056075941,2
12506493347,2
17789999668,2
15194013987,2
15196366414,2
14186416157,2
14186969738,2
16133637100,2
16044876791,2
19057040067,2
16049230271,2
14167360635,2
15148748775,2
17056721062,2
14036604215,2
14035104695,2
16045274863,2
17058981423,2
12503712221,2
17807902103,2
17789958265,2
17807179519,2
16048247241,2
13066533304,2
14188960836,2
14033338120,2
13063347885,2
14506704465,2
19056088912,2
12505133772,2
14506418887,2
12504229684,2
14035194900,2
12506188773,2
19054133782,2
19053376230,2
14032744481,2
16138089268,2
14188123038,2
14506124005,2
15142855193,2
18198082492,2
18677700772,2
12506203738,2
16137341258,2
18198409542,2
14162581782,2
17053663781,2
16137226129,2
19059462370,2
17056264611,2
18199808319,2
15196609428,2
17804608986,2
16136501469,2
12503880116,2
17059411531,2
15192376390,2
19028949632,2
19054684189,2
16132311212,2
14032399910,2
19028363959,2
19054315718,2
13066837699,2
17804391590,2
14035070010,2
14032123003,2
14162841799,2
19052289005,2
14038064082,2
12898219421,2
15148330031,2
16136775116,2
16138244846,2
19053857541,2
14165215720,2
17806299360,2
19024426499,2
16135654166,2
17095307774,2
16138491950,2
12508932454,2
14165694100,2
15146016464,2
18078529100,2
17808311487,2
15147089466,2
14035342841,2
16048070649,2
19055741189,2
12046435201,2
18198229097,2
14164621619,2
18198409568,2
17056273754,2
14162448920,2
17056480447,2
16472221555,2
17788918481,2
16474351709,2
16044386228,2
14163756479,2
19026510841,2
13067877809,2
15196711718,2
17807427082,2
15193479398,2
14509179891,2
19056313186,2
12508037093,2
14189637602,2
19057619245,2
17802375609,2
14032760024,2
14164953663,2
16139610604,2
13065396564,2
19054575756,2
19054297766,2
17809553501,2
17059315775,2
14163208498,2
18197824711,2
14037421782,2
18075470712,2
17804783053,2
16044695473,2
14038238347,2
16135380897,2
19052708325,2
17808550802,2
15067211006,2
17804886875,2
17807134034,2
17806829023,2
16133934969,2
14504770985,2
14184395170,2
14166038676,2
19028204428,2
18674440088,2
15147526625,2
19057456816,2
15149260830,2
18199553035,2
15197617264,2
14167336786,2
14166085105,2
16044607513,2
17802339503,2
15147162866,2
15199733735,2
14164885520,2
13062405548,2
16049804905,2
16047850374,2
16139955430,2
17057342170,2
16042764969,2
15195857552,2
19054648453,2
14186985470,2
15194389217,2
14037011653,2
14163032105,2
14037042758,2
17058428599,2
12043335183,2
16132624003,2
18193517911,2
19058404388,2
14038064062,2
12506747693,2
13067230925,2
15149429738,2
16047281589,2
19059333425,2
16045079693,2
14165624934,2
15194778174,2
14163071292,2
14167426528,2
17056681511,2
14036889512,2
17806900443,2
13065468233,2
19058339229,2
12506203761,2
19024420138,2
17803605777,2
17807776675,2
14035337869,2
14185936315,2
14036380954,2
13067800230,2
12509925500,2
16137646305,2
17808589614,2
14509626790,2
14032810487,2
14166054443,2
17807327962,2
17806785407,2
17802226956,2
14186585563,2
15142959457,2
15192583195,2
17808481665,2
19022492151,2
15068716808,2
12508932420,2
18073444892,2
16138336350,2
14167914274,2
14164659815,2
19054315725,2
13065364799,2
18196917779,2
14168281763,2
16048986362,2
16138370362,2
16135656996,2
18196641176,2
13066845223,2
14163818582,2
18195601910,2
16045326720,2
14032997938,2
17808693810,2
14182905833,2
14183967765,2
12506581796,2
18195352247,2
18677664555,2
17806971290,2
14035337828,2
17804440980,2
19023681115,2
17056431458,2
15196965985,2
13063946213,2
17804808212,2
16045811806,2
17056982302,2
19027609419,2
16135645687,2
12502169972,2
14035705659,2
14505654311,2
17056437850,2
13065301918,2
13064820690,2
19058998680,2
19057011254,2
14168786993,2
14036335591,2
15199361171,2
19052109138,2
16135662484,2
14162315809,2
14162832439,2
14038895771,2
16047232012,2
16137716212,2
14185705936,2
15142624334,2
17807067143,2
19057656253,2
16045411530,2
16047823673,2
14164729946,2
14168816442,2
12503790878,2
15196365415,2
14032834977,2
17804886817,2
14169909855,2
14037040651,2
14033278028,2
16138682936,2
19057085214,2
18075370535,2
13065303116,2
15142197791,2
16472200911,2
12506208062,2
18076274682,2
17809937135,2
16048983855,2
14185458203,2
15144999832,2
15149621208,2
17806369075,2
15142459499,2
14164659833,2
14038895764,2
12503961079,2
12506788709,2
17786869560,2
16472852608,2
17804852416,2
14035751200,2
15147565993,2
18074690054,2
12502331096,2
15197890082,2
12504474288,2
18073291515,2
12892421341,2
14038663957,2
19057574041,2
17805735522,2
18193999103,2
15142310199,2
17806744915,2
14182334725,2
14032626863,2
16472035280,2
14168569508,2
16048492128,2
16472025142,2
16137500617,2
12508807932,2
12508916381,2
12507221890,2
13068687680,2
14165776338,2
16042248873,2
16047406926,2
13065775423,2
14509884224,2
17052397498,2
15199252588,2
14032452198,2
17806971261,2
12509492470,2
15192889638,2
14036413986,2
19056092006,2
17802058380,2
14506124866,2
15197271609,2
16048689048,2
12042951227,2
15142223944,2
19054477817,2
17804876490,2
16135971857,2
13069650384,2
19054549065,2
14036454263,2
16042713369,2
14168072624,2
14186724658,2
16137863137,2
14165601196,2
14164554486,2
14035024939,2
12505199468,2
17788923955,2
17809394977,2
14508806605,2
19059298551,2
15193814504,2
16472238483,2
12503773216,2
15195623789,2
13068273367,2
15148351801,2
14038741754,2
12502283495,2
16049795808,2
14162175113,2
16139286078,2
19026551513,2
14508804739,2
14185936304,2
16478895846,2
18194264165,2
15192918414,2
14036413982,2
14163343016,2
19056387127,2
13066477233,2
14187197699,2
17802402378,2
16044512247,2
15199310766,2
18196917714,2
14037052342,2
14189200488,2
12507689919,2
14033824736,2
17783226011,2
14508084921,2
18198229024,2
19056612654,2
12502332262,2
19054844731,2
12508345599,2
18199216200,2
13065664112,2
14166275394,2
14165333948,2
18193841586,2
17054430152,2
16475888599,2
14035996497,2
17807276611,2
12503181384,2
14167887821,2
15192707987,2
12508383365,2
14032100709,2
15145703760,2
16049054497,2
14162216800,2
15146942709,2
19056373554,2
17807776674,2
19058121603,2
19057656260,2
16139870126,2
16137926174,2
17803545376,2
17807062880,2
14035412187,2
17804253274,2
14035690728,2
12042281549,2
14502505884,2
17805250578,2
13067227747,2
13065267743,2
14033481603,2
16047956394,2
14164669425,2
14163344472,2
16049181422,2
15195641045,2
14039998920,2
17788880717,2
14509606762,2
13064554852,2
14166909376,2
16132075418,2
14506743893,2
19054152862,2
19058394050,2
14164933765,2
19059940245,2
17059454806,2
16042245008,2
16478800393,2
16135479113,2
17056231883,2
19028538439,2
14185756010,2
19052959226,2
16045571920,2
18196472034,2
15148064783,2
13065988185,2
19054772253,2
13066578951,2
14169638199,2
12048229270,2
16478826468,2
19057351395,2
18077352910,2
19053012680,2
14162203732,2
14185821195,2
14038894717,2
17057494332,2
19028822555,2
16139135385,2
14167024058,2
14183645991,2
17806395428,2
18194402470,2
14165068816,2
13067204792,2
12504149813,2
19052013237,2
12042906718,2
14162196084,2
19052017209,2
15197835671,2
16042029961,2
12504168431,2
14036379572,2
14165862072,2
18193645006,2
18199489743,2
17056361451,2
14188670546,2
18073444873,2
19023684799,2
17053351162,2
17053663768,2
14169623805,2
14168382720,2
17055272350,2
15147913522,2
15199995025,2
16042631149,2
16048153971,2
19056313128,2
15194395886,2
18195629713,2
17809249875,2
16048220905,2
17807131721,2
15144962117,2
14165671993,2
19054772204,2
15193858856,2
14184391661,2
19053162312,2
12503175662,2
16137211403,2
14166851336,2
14168197081,2
16132827678,2
18194560882,2
14035142964,2
14163927275,2
17807165309,2
18198229862,2
17807283676,2
12506193758,2
16132252101,2
16137159347,2
14033283135,2
12044126399,2
14038763380,2
12507220731,2
16133879172,2
15143786324,2
12892415901,2
17053121466,2
16048674064,2
13062207626,2
16049804939,2
19056615081,2
12505432464,2
12042906797,2
16139686163,2
12506142649,2
19053465894,2
14033330297,2
14032188942,2
17808315851,2
14167101967,2
13067204740,2
15197822980,2
17808941047,2
16042210983,2
15192752530,2
12507517926,2
14164171790,2
15197704830,2
17805390387,2
16473003447,2
14169180551,2
12043883786,2
17809659602,2
15196469875,2
12506581743,2
13067372238,2
14033476141,2
14168072689,2
13069375886,2
14167780121,2
16048795375,2
15197265087,2
19059069251,2
19059817374,2
15148141992,2
12506251214,2
16048295630,2
18195714613,2
14182370129,2
17057603497,2
12502900532,2
18198080557,2
17059652144,2
12502289062,2
12042989119,2
16047174049,2
16048356343,2
19056942760,2
19056555785,2
18197571819,2
17806622607,2
14166211170,2
16135384287,2
15192400934,2
14165087938,2
17056246993,2
16137927490,2
14165652375,2
15193475322,2
17054921860,2
16136769909,2
14182905321,2
17054318502,2
16045342319,2
18197764373,2
15142066488,2
16132549715,2
15198237989,2
14182768732,2
16048330336,2
14168233103,2
14506707309,2
18192296647,2
15196430856,2
16472084601,2
18673902060,2
17052680718,2
16133395722,2
15148865403,2
14168596518,2
17095302779,2
12504125968,2
17054564355,2
19053736779,2
14032888571,2
16478838857,2
15147790856,2
14035435579,2
19055136699,2
15192155860,2
17057725543,2
15192879873,2
16133934981,2
14039319779,2
12049618451,2
17808439127,2
14163803122,2
19057950368,2
13062445083,2
19054499212,2
17807440526,2
14167946619,2
14185215328,2
16139451461,2
14504765582,2
19057458122,2
12045416869,2
17807413065,2
19056591313,2
16048309746,2
13068544147,2
13066814747,2
18197554101,2
19057907458,2
15196857447,2
16133913617,2
14163241333,2
14166153565,2
14165267512,2
15197830470,2
16472223750,2
18199216222,2
18193393408,2
17054728571,2
15193766622,2
14167999387,2
17059537403,2
13064633740,2
18678965480,2
15198360625,2
14506544743,2
16049035390,2
17809188031,2
19056545261,2
12504022354,2
18678417274,2
14507029145,2
17054430122,2
14169350304,2
15193272005,2
14033990948,2
14038382891,2
18196946074,2
15193787685,2
14163456641,2
14036872418,2
19058459440,2
17804693997,2
14187331725,2
17054778998,2
14036764506,2
14035409224,2
16135896725,2
13066724563,2
15142456097,2
14168841093,2
14033086658,2
13062207642,2
16139137923,2
14167581286,2
17809616749,2
15142619058,2
19025531104,2
15192576562,2
17804865806,2
17053230500,2
12508868033,2
15196618146,2
15142813042,2
15196333254,2
14163906042,2
14035127155,2
19025760707,2
19052639371,2
14185321318,2
16136746608,2
15193814586,2
16042136874,2
18197352424,2
15194384939,2
14035690769,2
14166605671,2
12507832954,2
15145929310,2
16472200977,2
19056801641,2
16133779890,2
15192918460,2
17056655373,2
18197342328,2
12505936822,2
13065308671,2
16138530394,2
12044126351,2
17807944598,2
14183469116,2
16137289888,2
15199281083,2
16132382439,2
15147796340,2
14037092568,2
15198818716,2
16136358698,2
14168196666,2
14035448828,2
17802202654,2
19059868613,2
14185597850,2
16048837883,2
14162544213,2
12505638628,2
19052201028,2
14032393815,2
17056471451,2
16046858507,2
15148930128,2
19054560222,2
19025534731,2
14187838921,2
17053417761,2
14186965491,2
16048764644,2
17053873386,2
14163906067,2
17808325698,2
14165016102,2
16048480773,2
18679954708,2
14169642485,2
16472816109,2
14038212432,2
14169804486,2
13065263452,2
14182924088,2
16048544834,2
15198014993,2
16132785263,2
13064538875,2
17783895894,2
16042288229,2
18197615333,2
12043649011,2
17789958262,2
12502332205,2
16132735380,2
15194395852,2
17805735534,2
14162710089,2
12507976601,2
14033186116,2
16046321170,2
12504251977,2
17056907942,2
19054552100,2
16042989432,2
16048618596,2
16046357469,2
16472223773,2
15194621048,2
14164387222,2
17057765949,2
18678413959,2
15148848286,2
17807909348,2
19053749585,2
15196857455,2
14164402452,2
17803325630,2
18673331543,2
14032922318,2
14169637951,2
19057689141,2
14185500001,2
13068874045,2
14162668507,2
14032050074,2
19027919463,2
15193929044,2
15068716898,2
16137215237,2
14168085938,2
14162595629,2
15198974615,2
12503189805,2
19057653881,2
17804227434,2
16478895828,2
13065938963,2
14162175593,2
14163491627,2
14164050881,2
14163757282,2
17802041092,2
12506772485,2
14036057361,2
15195819942,2
15197499943,2
13065355711,2
19055065667,2
14162586886,2
17788895290,2
12505093861,2
15197679182,2
17806906488,2
15198874151,2
12506904964,2
14166789435,2
14035017472,2
19026298475,2
14167384383,2
14169642462,2
14038989861,2
15198760567,2
14162859922,2
14036521041,2
17789986784,2
16136010425,2
12502932461,2
12506493374,2
14189637693,2
19059025555,2
14186442779,2
17802334104,2
17809305928,2
12503175600,2
15193632026,2
17052550538,2
19057295989,2
13062427322,2
12503867106,2
14186985467,2
16132403742,2
12508653017,2
19057649311,2
12502222503,2
14164953637,2
13065447331,2
12502876969,2
13066825949,2
14164050049,2
16045745392,2
17057628386,2
18193525555,2
15142164547,2
15142197085,2
12506889544,2
18195705238,2
13064693074,2
14165274968,2
12506188767,2
14164142119,2
19057408054,2
19026409211,2
19053196945,2
15194620918,2
19056744141,2
15194642813,2
19056546876,2
14162133682,2
16048915336,2
18673609577,2
15148636810,2
17056930168,2
14038382843,2
14163236861,2
12505147008,2
19027910305,2
18193865831,2
14166483008,2
17803076645,2
14169948257,2
15197258053,2
14504766198,2
15193814597,2
18073291505,2
12506955720,2
16139208775,2
17052687795,2
13064899876,2
14165404517,2
17808326280,2
14039965725,2
14183645965,2
18677700716,2
14166750645,2
14039018220,2
15148689727,2
16048983832,2
12892519153,2
17054551796,2
16472279381,2
16478850666,2
17058583775,2
16049164224,2
16137445423,2
19053232410,2
15148078544,2
14162848460,2
15198630198,2
14038749374,2
19056377339,2
19055361546,2
14164302968,2
16132921882,2
14037307218,2
15142972790,2
16472084696,2
12506255677,2
16139954401,2
14039124826,2
17052956304,2
19055756710,2
14505433312,2
12506298286,2
16049608446,2
14166920471,2
17056840994,2
14165471806,2
14035404765,2
14504773346,2
14182676359,2
17809885853,2
14162435346,2
17804873315,2
15194320573,2
19059619917,2
17052550582,2
12506741289,2
18192246357,2
15196330669,2
16048833733,2
12505373713,2
16133856571,2
16138679904,2
14166899775,2
17806566202,2
16136767646,2
13062402968,2
17056907927,2
17782311139,2
14182948415,2
19027644070,2
16138801385,2
17782404594,2
16047281525,2
14163480536,2
19023685095,2
17809309307,2
13066651612,2
17806362251,2
18197769265,2
12503790885,2
14165040174,2
19053236146,2
15193235410,2
14503742589,2
12506141662,2
17056425419,2
12508477681,2
16472841979,2
18195780134,2
17054564307,2
17809743988,2
13069950090,2
15193391404,2
14168714516,2
14185646000,2
14036358327,2
12505384846,2
16048956235,2
17808463972,2
19052710353,2
17806963946,2
14168941433,2
14036607971,2
14039216931,2
19053446963,2
14167720084,2
14164570418,2
14037879052,2
12505791527,2
13064606992,2
15149981371,2
14165205101,2
16048483474,2
14033310075,2
16134496162,2
18073444891,2
14163441595,2
16048688686,2
12506292542,2
14037407851,2
19059935939,2
16044440688,2
15143772982,2
15198805749,2
14033189431,2
15142813094,2
17054225579,2
17809039864,2
16137822914,2
16137442564,2
12504903072,2
15197548027,2
19059396880,2
19053012632,2
14169965039,2
12504557436,2
18678733781,2
17057628357,2
14036865649,2
18192136167,2
16136573905,2
19057561718,2
14168072657,2
14507127726,2
16042129329,2
17809203019,2
14033529114,2
13065637579,2
14163325341,2
16138685528,2
13066571906,2
15196622459,2
15192178580,2
17056431462,2
16138336303,2
17058411900,2
15196994077,2
16045701668,2
14505812061,2
19028949607,2
15197177647,2
17053214233,2
17056352897,2
13063880306,2
14164669752,2
13064536771,2
12505165702,2
12502021547,2
14189316535,2
17052055063,2
14163801509,2
17802085257,2
16477468762,2
16137926162,2
12505199436,2
(416)301-9831,2
(613)477-9178,2
(587)325-2488,2
(416)540-6173,2
(514)980-9576,2
(514)631-1174,2
(204)782-6913,2
(226)784-6039,2
(604)714-3106,2
(306)315-8764,2
(418)237-9068,2
(403)684-6336,2
(416)845-4656,2
(604)803-3939,2
(780)760-6437,2
(289)361-7124,2
(306)376-5528,2
(306)512-4265,2
(418)856-3032,2
(819)492-4658,2
(902)324-4323,2
(519)858-8061,2
(905)677-3593,2
(403)692-9417,2
(780)488-2843,2
(905)707-3205,2
(604)723-2066,2
(519)564-0999,2
(705)672-1011,2
(416)418-9481,2
(604)834-6329,2
(514)705-3529,2
(778)227-4512,2
(604)876-4679,2
(905)659-3999,2
(250)654-5440,2
(613)368-7782,2
(647)388-5734,2
(306)876-2614,2
(819)736-1323,2
(250)712-6509,2
(416)301-0813,2
(905)363-3526,2
(416)643-1137,2
(613)316-9311,2
(807)583-2581,2
(514)781-9346,2
(613)749-4451,2
(902)629-8424,2
(403)299-7946,2
(514)392-4055,2
(519)338-4235,2
(613)273-8917,2
(519)698-5922,2
(613)395-3954,2
(905)376-1544,2
(905)263-7575,2
(519)741-3670,2
(204)290-7311,2
(403)309-0382,2
(613)349-7936,2
(204)290-8947,2
(604)907-7429,2
(905)925-8585,2
(416)565-7333,2
(519)837-8719,2
(778)840-4584,2
(613)924-2240,2
(705)743-0026,2
(905)374-8028,2
(418)545-8617,2
(250)819-1029,2
(416)688-4720,2
(613)725-7594,2
(416)218-9617,2
(647)430-0575,2
(418)866-8631,2
(613)837-0126,2
(514)872-7001,2
(780)980-5224,2
(416)592-8243,2
(403)653-1556,2
(604)663-0644,2
(403)807-5535,2
(819)438-1627,2
(819)213-0737,2
(514)835-4454,2
(647)722-4383,2
(403)329-5946,2
(416)635-3466,2
(819)570-5254,2
(780)983-8288,2
(519)782-2985,2
(613)760-1974,2
(613)675-1618,2
(306)667-3989,2
(306)254-9224,2
(250)625-5657,2
(519)919-3098,2
(416)671-3521,2
(902)638-8366,2
(647)889-5892,2
(514)942-5618,2
(604)244-8055,2
(613)888-8941,2
(613)723-0310,2
(418)658-5560,2
(416)400-3384,2
(613)808-9265,2
(306)720-5597,2
(613)535-1248,2
(905)373-4366,2
(780)491-0131,2
(905)621-6732,2
(418)963-7606,2
(705)740-7747,2
(705)428-9033,2
(403)809-4094,2
(780)931-1224,2
(905)242-0706,2
(613)948-4061,2
(416)881-9032,2
(514)979-7838,2
(250)864-6805,2
(604)204-5316,2
(819)734-0608,2
(819)364-2712,2
(780)240-2328,2
(403)233-3091,2
(403)898-9877,2
(403)613-8192,2
(867)581-1282,2
(306)492-4345,2
(403)607-3490,2
(867)920-0382,2
(819)696-2312,2
(250)317-5605,2
(780)378-9044,2
(905)607-9435,2
(905)537-8695,2
(416)569-4110,2
(905)762-3733,2
(250)745-5535,2
(250)846-4122,2
(403)562-9469,2
(905)229-9796,2
(604)793-4418,2
(905)435-8395,2
(778)885-2448,2
(250)847-5662,2
(418)683-3407,2
(780)916-2941,2
(306)743-5629,2
(416)734-8656,2
(403)995-4255,2
(807)486-4317,2
